,location,size_BHK,total_sqft,bathroom,price_lakhs
4369,Kodichikkanahalli,2,1150.0,2.0,48.0
4370,Kodichikkanahalli,2,1070.0,2.0,43.0
4371,Kodichikkanahalli,3,1620.0,2.0,85.0
4372,Kodichikkanahalli,3,1560.0,2.0,65.0
4373,Kodichikkanahalli,2,1026.0,2.0,45.0
4374,Kodichikkanahalli,5,2500.0,7.0,125.0
4375,Kodichikkanahalli,1,450.0,1.0,18.0
4376,Kodichikkanahalli,2,907.0,2.0,38.5
4377,Kodichikkanahalli,2,1181.0,2.0,57.0
4378,Kodichikkanahalli,2,900.0,2.0,42.0
4379,Kodichikkanahalli,3,1310.0,2.0,53.0
4380,Kodichikkanahalli,3,1400.0,3.0,66.0
4381,Kodichikkanahalli,2,976.0,2.0,50.0
4382,Kodichikkanahalli,5,2700.0,4.0,125.0
4383,Kodichikkanahalli,2,1299.0,2.0,58.0
4384,Kodigehaali,2,1166.0,2.0,55.0
4385,Kodigehaali,3,1320.0,3.0,65.0
4386,Kodigehaali,2,1117.0,2.0,56.0
4387,Kodigehaali,2,1200.0,2.0,55.0
4388,Kodigehaali,2,1200.0,2.0,60.0
4389,Kodigehaali,3,2120.0,3.0,177.0
4390,Kodigehaali,2,1013.0,2.0,51.0
4391,Kodigehaali,3,1324.0,3.0,65.0
4392,Kodigehaali,2,965.0,2.0,38.0
4393,Kodigehaali,2,866.0,2.0,32.0
4394,Kodigehaali,3,1442.0,3.0,80.0
4395,Kodigehalli,2,1270.0,2.0,98.0
4396,Kodigehalli,2,1200.0,2.0,48.0
4397,Kodigehalli,1,655.0,1.0,53.0
4398,Kodigehalli,3,1820.0,3.0,150.0
4399,Kodigehalli,2,635.0,1.0,28.0
4400,Kodigehalli,3,1200.0,4.0,156.0
4401,Kodihalli,4,3252.0,5.0,335.0
4402,Kodihalli,3,2700.0,4.0,270.0
4403,Kodihalli,3,2392.0,4.0,260.0
4404,Kodihalli,3,2408.0,4.0,260.0
4405,Kodihalli,3,2500.0,4.0,260.0
4406,Kodihalli,3,1620.0,3.0,130.0
4407,Kodihalli,4,3260.0,5.0,388.0
4408,Kodihalli,4,3197.0,5.0,335.0
4409,Kodihalli,2,1490.0,2.0,150.0
4410,Kogilu,3,1909.0,3.0,88.0
4411,Kogilu,3,1664.0,2.0,73.95
4412,Kogilu,2,1170.0,2.0,51.99
4413,Kogilu,2,650.0,2.0,28.0
4414,Kogilu,2,1140.0,2.0,50.66
4415,Kogilu,2,1200.0,2.0,53.33
4416,Kogilu,3,1934.0,3.0,150.0
4417,Kogilu,1,540.0,1.0,36.0
4418,Kogilu,3,1559.0,3.0,127.0
4419,Kogilu,2,1190.0,2.0,50.66
4420,Kogilu,2,1140.0,2.0,50.66
4421,Kogilu,3,1559.0,3.0,120.0
4422,Kogilu,1,700.0,1.0,30.84
4423,Kogilu,2,1250.0,2.0,55.55
4424,Kogilu,2,1200.0,2.0,53.33
4425,Kogilu,2,952.0,2.0,49.0
4426,Kogilu,1,700.0,1.0,30.84
4427,Kogilu,2,1250.0,2.0,55.55
4428,Kogilu,7,2456.0,7.0,85.0
4429,Kogilu,2,1140.0,2.0,50.66
4430,Kogilu,2,1140.0,2.0,50.66
4431,Konanakunte,3,2791.0,3.0,223.0
4432,Konanakunte,2,884.0,1.0,58.0
4433,Konanakunte,4,1200.0,4.0,125.0
4434,Konanakunte,4,1200.0,2.0,130.0
4435,Konanakunte,3,2400.0,2.0,180.0
4436,Konanakunte,4,3746.0,6.0,375.0
4437,Konanakunte,3,1423.0,2.0,85.0
4438,Koramangala,2,1320.0,2.0,165.0
4439,Koramangala,2,1253.0,2.0,102.0
4440,Koramangala,3,1580.0,3.0,160.0
4441,Koramangala,3,1750.0,3.0,130.0
4442,Koramangala,4,3500.0,5.0,425.0
4443,Koramangala,2,1005.0,1.0,110.0
4444,Koramangala,3,2292.0,4.0,275.0
4445,Koramangala,3,1835.0,2.0,155.0
4446,Koramangala,2,1290.0,2.0,100.0
4447,Koramangala,2,1300.0,2.0,110.0
4448,Koramangala,3,2200.0,3.0,180.0
4449,Koramangala,2,1325.0,2.0,119.0
4450,Koramangala,2,1140.0,2.0,75.2
4451,Koramangala,2,1260.0,2.0,100.0
4452,Koramangala,3,1975.0,3.0,210.0
4453,Koramangala,2,1900.0,2.0,200.0
4454,Koramangala,3,1750.0,3.0,130.0
4455,Koramangala,3,2292.0,3.0,286.0
4456,Koramangala,3,2300.0,3.0,290.0
4457,Koramangala,3,1594.0,3.0,125.0
4458,Koramangala,3,1760.0,2.0,115.0
4459,Koramangala,4,2503.0,6.0,325.0
4460,Koramangala,3,1900.0,3.0,150.0
4461,Koramangala,2,1320.0,2.0,150.0
4462,Koramangala,2,1320.0,2.0,110.0
4463,Koramangala,4,5985.0,4.0,775.0
4464,Koramangala,4,2461.0,6.0,353.0
4465,Koramangala,3,1615.0,3.0,115.0
4466,Koramangala,3,2246.0,3.0,300.0
4467,Koramangala,3,1716.0,2.0,115.0
4468,Koramangala,3,1500.0,3.0,135.0
4469,Koramangala,2,1083.0,2.0,100.0
4470,Koramangala,3,1744.0,3.0,200.0
4471,Koramangala,2,1180.0,2.0,128.0
4472,Koramangala,2,1320.0,2.0,160.0
4473,Koramangala,2,1370.0,2.0,125.0
4474,Koramangala,2,1100.0,2.0,85.0
4475,Koramangala,2,1249.0,2.0,165.0
4476,Koramangala,2,1200.0,2.0,100.0
4477,Koramangala,3,1720.0,2.0,130.0
4478,Koramangala,3,2223.0,3.0,300.0
4479,Koramangala,3,1744.0,4.0,210.0
4480,Koramangala,3,1866.0,4.0,245.0
4481,Koramangala,2,1320.0,2.0,160.0
4482,Koramangala,2,1350.0,2.0,103.0
4483,Koramangala,4,6000.0,4.0,625.0
4484,Koramangala,3,1642.0,2.0,115.0
4485,Koramangala,2,1320.0,2.0,160.0
4486,Koramangala,3,1710.0,3.0,210.0
4487,Koramangala,2,1355.0,2.0,95.0
4488,Koramangala,3,1600.0,3.0,170.0
4489,Koramangala,2,1260.0,2.0,100.0
4490,Koramangala,3,1910.0,4.0,150.0
4491,Koramangala,3,1600.0,2.0,140.0
4492,Kothannur,2,1206.0,2.0,48.23
4493,Kothannur,3,1275.0,2.0,43.85
4494,Kothannur,2,1100.0,2.0,40.0
4495,Kothannur,2,1197.0,2.0,47.88
4496,Kothannur,2,1197.0,2.0,47.8
4497,Kothannur,2,1070.0,2.0,42.79
4498,Kothannur,3,1270.0,3.0,45.0
4499,Kothannur,3,1275.0,3.0,44.0
4500,Kothannur,2,1070.0,2.0,38.6
4501,Kothannur,3,1485.0,2.0,59.4
4502,Kothannur,3,1215.0,2.0,48.6
4503,Kothannur,3,1404.0,2.0,56.15
4504,Kothanur,2,1200.0,2.0,51.0
4505,Kothanur,3,2400.0,2.0,150.0
4506,Kothanur,3,1828.0,3.0,110.0
4507,Kothanur,2,1186.0,2.0,58.0
4508,Kothanur,3,1577.0,3.0,70.0
4509,Kothanur,3,1847.0,3.0,105.0
4510,Kothanur,3,1580.0,3.0,76.0
4511,Kothanur,5,9600.0,5.0,550.0
4512,Kothanur,3,1435.0,3.0,70.0
4513,Kothanur,2,1187.0,2.0,58.0
4514,Kothanur,3,1847.0,3.0,110.0
4515,Kothanur,3,1460.0,3.0,71.0
4516,Kothanur,2,1185.0,2.0,59.0
4517,Kothanur,3,1436.0,3.0,70.0
4518,Kothanur,3,1462.0,3.0,71.0
4519,Kothanur,3,1790.0,3.0,105.0
4520,Kothanur,3,1583.0,3.0,76.1
4521,Kothanur,2,1070.0,2.0,45.5
4522,Kothanur,3,1820.0,3.0,77.0
4523,Kothanur,2,1145.0,2.0,56.0
4524,Kothanur,4,3401.0,5.0,230.0
4525,Kothanur,2,1455.0,2.0,69.0
4526,Kothanur,1,627.0,1.0,30.0
4527,Kothanur,2,1302.0,2.0,68.5
4528,Kothanur,3,1760.0,3.0,111.0
4529,Kothanur,2,1185.0,2.0,58.0
4530,Kothanur,1,1500.0,1.0,75.0
4531,Kothanur,2,1075.0,2.0,53.0
4532,Kothanur,3,1790.0,3.0,97.0
4533,Kothanur,4,2700.0,4.0,175.0
4534,Kothanur,3,1786.0,2.0,106.0
4535,Kothanur,3,1787.0,3.0,107.0
4536,Kothanur,2,1141.0,2.0,54.0
4537,Kothanur,3,1760.0,3.0,110.0
4538,Kothanur,3,1365.0,3.0,66.0
4539,Kothanur,2,1160.0,2.0,57.0
4540,Kothanur,2,1095.0,2.0,55.0
4541,Kothanur,2,1142.0,2.0,56.0
4542,Kothanur,2,1074.0,2.0,54.0
4543,Kothanur,2,1285.0,2.0,60.0
4544,Kothanur,2,1075.0,2.0,53.0
4545,Kothanur,2,1140.0,2.0,56.0
4546,Kothanur,2,1400.0,2.0,70.0
4547,Kothanur,3,1581.0,3.0,76.0
4548,Kothanur,3,1385.0,3.0,67.0
4549,Kothanur,2,1140.0,2.0,56.0
4550,Kothanur,3,1787.0,3.0,120.0
4551,Kothanur,2,1185.0,2.0,59.0
4552,Kothanur,3,1581.0,3.0,76.0
4553,Kothanur,3,1790.0,3.0,105.0
4554,Kothanur,2,1130.0,2.0,55.0
4555,Kothanur,2,1094.0,2.0,54.0
4556,Kothanur,3,1170.0,3.0,80.0
4557,Kothanur,2,1400.0,2.0,65.0
4558,Kothanur,2,1195.0,2.0,59.0
4559,Kothanur,3,1790.0,3.0,120.0
4560,Kothanur,3,1454.0,3.0,71.5
4561,Kudlu,2,1152.0,2.0,53.5
4562,Kudlu,2,1027.0,2.0,43.0
4563,Kudlu,2,1092.0,2.0,44.0
4564,Kudlu,2,1027.0,2.0,43.0
4565,Kudlu,2,1092.0,2.0,44.0
4566,Kudlu,2,1143.0,2.0,55.0
4567,Kudlu,3,1455.0,2.0,60.0
4568,Kudlu,2,1024.0,2.0,44.0
4569,Kudlu,3,1570.0,2.0,65.94
4570,Kudlu,3,1600.0,3.0,79.0
4571,Kudlu,2,1027.0,2.0,42.0
4572,Kudlu,2,1076.0,2.0,50.0
4573,Kudlu,2,1027.0,2.0,44.0
4574,Kudlu,2,1084.0,2.0,53.0
4575,Kudlu,2,1300.0,2.0,56.0
4576,Kudlu,2,1027.0,2.0,44.0
4577,Kudlu,3,1245.0,2.0,60.0
4578,Kudlu,2,1027.0,2.0,44.0
4579,Kudlu,2,1110.0,2.0,46.0
4580,Kudlu,4,2100.0,3.0,114.0
4581,Kudlu,2,1027.0,2.0,44.0
4582,Kudlu,1,720.0,1.0,33.0
4583,Kudlu,2,1027.0,2.0,44.0
4584,Kudlu,2,1162.0,2.0,52.0
4585,Kudlu,2,1041.0,2.0,53.0
4586,Kudlu Gate,3,1535.0,3.0,83.0
4587,Kudlu Gate,3,1535.0,3.0,85.0
4588,Kudlu Gate,3,1535.0,3.0,78.0
4589,Kudlu Gate,3,1535.0,3.0,86.0
4590,Kudlu Gate,3,1564.0,2.0,92.0
4591,Kudlu Gate,3,1364.0,2.0,46.38
4592,Kudlu Gate,2,1238.0,2.0,55.0
4593,Kudlu Gate,3,1335.0,3.0,89.0
4594,Kudlu Gate,1,703.0,1.0,52.0
4595,Kudlu Gate,3,1535.0,3.0,86.0
4596,Kudlu Gate,3,1532.0,3.0,83.0
4597,Kudlu Gate,2,1113.0,2.0,50.0
4598,Kudlu Gate,3,1465.0,2.0,49.81
4599,Kudlu Gate,2,1185.0,2.0,50.0
4600,Kudlu Gate,3,1664.0,3.0,68.0
4601,Kudlu Gate,3,1656.0,3.0,80.0
4602,Kudlu Gate,3,1656.0,3.0,75.0
4603,Kudlu Gate,2,1215.0,2.0,45.0
4604,Kudlu Gate,2,812.0,2.0,38.25
4605,Kudlu Gate,2,1547.0,2.0,103.0
4606,Kudlu Gate,2,1336.0,2.0,86.0
4607,Kudlu Gate,3,1919.0,3.0,121.0
4608,Kudlu Gate,2,1464.0,3.0,56.0
4609,Kudlu Gate,3,1535.0,3.0,85.0
4610,Kudlu Gate,3,1850.0,3.0,120.0
4611,Kudlu Gate,2,940.0,2.0,69.57
4612,Kudlu Gate,2,1215.0,2.0,44.96
4613,Kudlu Gate,2,1164.0,2.0,75.0
4614,Kudlu Gate,4,3850.0,6.0,205.0
4615,Kudlu Gate,2,1183.0,2.0,79.54
4616,Kudlu Gate,3,1850.0,3.0,110.0
4617,Kudlu Gate,3,1320.0,2.0,50.0
4618,Kudlu Gate,2,1183.0,2.0,79.54
4619,Kudlu Gate,2,1200.0,2.0,44.4
4620,Kudlu Gate,3,1432.0,2.0,61.11
4621,Kudlu Gate,2,1310.0,2.0,53.0
4622,Kumaraswami Layout,4,2000.0,4.0,139.0
4623,Kumaraswami Layout,2,1000.0,2.0,48.5
4624,Kumaraswami Layout,2,1000.0,2.0,58.0
4625,Kumaraswami Layout,7,2400.0,7.0,125.0
4626,Kumaraswami Layout,3,2400.0,2.0,125.0
4627,Kumaraswami Layout,3,1310.0,2.0,70.0
4628,Kumaraswami Layout,1,850.0,1.0,78.0
4629,Kumaraswami Layout,7,3200.0,7.0,150.0
4630,Kumaraswami Layout,3,1310.0,2.0,85.0
4631,Kumaraswami Layout,4,2450.0,3.0,110.0
4632,Kumaraswami Layout,7,3100.0,7.0,145.0
4633,Kumaraswami Layout,3,1200.0,3.0,75.0
4634,Kumaraswami Layout,2,1081.0,2.0,60.0
4635,Kundalahalli,3,1724.0,3.0,125.0
4636,Kundalahalli,2,1030.0,2.0,49.0
4637,Kundalahalli,2,735.0,2.0,57.99
4638,Kundalahalli,2,1047.0,2.0,82.0
4639,Kundalahalli,3,1397.0,3.0,105.0
4640,Kundalahalli,3,1724.0,3.0,127.0
4641,Kundalahalli,2,1010.0,2.0,49.27
4642,Kundalahalli,3,1397.0,3.0,110.0
4643,Kundalahalli,3,1397.0,3.0,104.0
4644,Kundalahalli,3,1397.0,3.0,108.0
4645,Kundalahalli,3,1920.0,3.0,150.0
4646,Kundalahalli,3,1397.0,3.0,105.0
4647,Kundalahalli,3,1800.0,3.0,80.0
4648,Kundalahalli,3,1724.0,3.0,124.0
4649,Kundalahalli,2,1047.0,2.0,84.0
4650,Kundalahalli,2,1047.0,2.0,83.0
4651,Kundalahalli,4,7000.0,4.0,550.0
4652,Kundalahalli,3,2075.0,3.0,115.0
4653,Kundalahalli,2,1120.0,2.0,53.76
4654,Kundalahalli,2,1047.0,2.0,82.62
4655,Kundalahalli,2,1047.0,2.0,91.0
4656,Kundalahalli,3,1724.0,3.0,146.0
4657,Kundalahalli,3,1600.0,3.0,170.0
4658,Kundalahalli,3,1496.0,2.0,78.0
4659,Kundalahalli,3,1724.0,3.0,125.0
4660,Kundalahalli,2,1010.0,2.0,48.27
4661,Kundalahalli,2,1047.0,2.0,89.0
4662,Kundalahalli,4,2500.0,5.0,245.0
4663,Kundalahalli,3,1397.0,3.0,105.0
4664,Kundalahalli,3,1800.0,3.0,110.0
4665,Kundalahalli,2,1047.0,2.0,72.0
4666,Kundalahalli,2,1260.0,2.0,58.0
4667,Kundalahalli,4,3092.0,4.0,230.0
4668,Kundalahalli,2,1065.0,2.0,70.0
4669,Kundalahalli,3,1724.0,3.0,146.0
4670,Kundalahalli,2,1047.0,2.0,91.0
4671,Kundalahalli,3,1724.0,3.0,128.0
4672,Kundalahalli,2,1315.0,2.0,74.0
4673,Kundalahalli,3,2100.0,3.0,150.0
4674,Kundalahalli,3,1724.0,3.0,125.0
4675,Kundalahalli,3,1724.0,3.0,140.0
4676,Kundalahalli,2,1175.0,2.0,65.0
4677,LB Shastri Nagar,3,1600.0,3.0,65.0
4678,LB Shastri Nagar,2,1043.0,2.0,55.0
4679,LB Shastri Nagar,2,1184.0,2.0,69.0
4680,LB Shastri Nagar,1,665.0,1.0,32.0
4681,LB Shastri Nagar,2,1250.0,2.0,48.5
4682,LB Shastri Nagar,3,1400.0,2.0,80.0
4683,LB Shastri Nagar,2,1184.0,2.0,62.0
4684,LB Shastri Nagar,2,1200.0,2.0,47.0
4685,LB Shastri Nagar,2,1200.0,2.0,75.0
4686,LB Shastri Nagar,2,1000.0,2.0,49.5
4687,Laggere,5,2800.0,5.0,125.0
4688,Laggere,3,1200.0,3.0,130.0
4689,Laggere,1,1200.0,1.0,125.0
4690,Laggere,2,1200.0,2.0,75.0
4691,Laggere,1,620.0,2.0,48.0
4692,Lakshminarayana Pura,2,1185.0,2.0,75.0
4693,Lakshminarayana Pura,3,1600.0,2.0,108.0
4694,Lakshminarayana Pura,2,1180.0,2.0,75.0
4695,Lakshminarayana Pura,2,1172.0,2.0,82.0
4696,Lakshminarayana Pura,2,1179.0,2.0,75.0
4697,Lakshminarayana Pura,2,1149.0,2.0,75.0
4698,Lakshminarayana Pura,2,1336.0,2.0,100.0
4699,Lakshminarayana Pura,2,1175.0,2.0,75.0
4700,Lakshminarayana Pura,2,1190.0,2.0,75.0
4701,Lakshminarayana Pura,2,1200.0,2.0,75.0
4702,Lakshminarayana Pura,2,1200.0,2.0,75.0
4703,Lakshminarayana Pura,2,1165.0,2.0,75.0
4704,Lakshminarayana Pura,2,1145.0,2.0,75.0
4705,Lakshminarayana Pura,3,1500.0,3.0,104.0
4706,Lakshminarayana Pura,2,1210.0,2.0,75.0
4707,Lakshminarayana Pura,2,1169.0,2.0,75.0
4708,Lakshminarayana Pura,2,1200.0,2.0,75.0
4709,Lakshminarayana Pura,2,1172.0,2.0,75.0
4710,Lakshminarayana Pura,2,1172.0,2.0,75.0
4711,Lakshminarayana Pura,2,1180.0,2.0,75.0
4712,Lakshminarayana Pura,2,1200.0,2.0,83.0
4713,Lakshminarayana Pura,2,1200.0,2.0,80.0
4714,Lakshminarayana Pura,2,1195.0,2.0,75.0
4715,Lakshminarayana Pura,2,1200.0,2.0,80.0
4716,Lingadheeranahalli,3,1521.0,3.0,95.0
4717,Lingadheeranahalli,3,1511.0,3.0,95.0
4718,Lingadheeranahalli,3,1683.0,3.0,109.0
4719,Lingadheeranahalli,3,1519.0,3.0,93.0
4720,Lingadheeranahalli,3,1521.0,3.0,94.99
4721,Lingadheeranahalli,3,1682.0,3.0,120.0
4722,Lingadheeranahalli,3,1521.0,3.0,94.71
4723,Lingadheeranahalli,3,1893.0,3.0,130.0
4724,Lingadheeranahalli,3,1705.0,3.0,110.0
4725,Lingadheeranahalli,4,2245.0,4.0,154.0
4726,Lingadheeranahalli,3,1682.0,3.0,113.0
4727,Lingadheeranahalli,3,1682.0,3.0,114.0
4728,Lingadheeranahalli,3,1506.0,3.0,95.0
4729,Lingadheeranahalli,3,1683.0,3.0,110.0
4730,Lingadheeranahalli,3,1684.0,3.0,120.0
4731,Lingadheeranahalli,4,2236.0,4.0,153.0
4732,Lingadheeranahalli,3,1894.0,4.0,114.0
4733,Lingadheeranahalli,4,2240.0,4.0,160.0
4734,Magadi Road,6,3600.0,6.0,141.0
4735,Magadi Road,2,1116.0,2.0,50.0
4736,Magadi Road,3,1282.0,2.0,49.0
4737,Magadi Road,2,884.0,2.0,41.1
4738,Magadi Road,2,1005.0,2.0,55.78
4739,Magadi Road,2,1000.0,2.0,46.5
4740,Magadi Road,4,1500.0,2.0,93.0
4741,Magadi Road,3,1322.0,2.0,58.82
4742,Magadi Road,2,1345.0,2.0,55.0
4743,Magadi Road,3,1191.0,2.0,55.38
4744,Magadi Road,5,5000.0,6.0,360.0
4745,Magadi Road,2,1116.0,2.0,51.89
4746,Magadi Road,3,1052.0,2.0,60.0
4747,Magadi Road,2,940.0,2.0,50.0
4748,Magadi Road,3,1318.0,2.0,68.0
4749,Magadi Road,3,1187.0,2.0,55.195
4750,Magadi Road,2,884.0,2.0,48.0
4751,Mahadevpura,3,1720.0,3.0,78.0
4752,Mahadevpura,2,1150.0,2.0,52.0
4753,Mahadevpura,2,1250.0,2.0,52.0
4754,Mahadevpura,2,1260.0,2.0,57.6
4755,Mahadevpura,1,730.0,1.0,35.0
4756,Mahadevpura,3,1434.0,2.0,67.39
4757,Mahadevpura,2,1146.0,2.0,53.8
4758,Mahadevpura,2,1532.0,2.0,62.0
4759,Mahadevpura,3,1620.0,2.0,76.0
4760,Mahadevpura,2,1136.0,2.0,64.5
4761,Mahadevpura,3,1400.0,2.0,65.8
4762,Mahadevpura,2,1137.0,2.0,53.4
4763,Mahadevpura,3,1601.0,3.0,95.0
4764,Mahadevpura,3,1450.0,3.0,75.0
4765,Mahadevpura,2,1152.0,2.0,54.0
4766,Mahadevpura,2,1212.0,2.0,56.9
4767,Mahadevpura,3,1505.0,3.0,64.0
4768,Mahadevpura,3,1505.0,3.0,78.0
4769,Mahadevpura,3,1500.0,2.0,70.0
4770,Mahadevpura,2,1236.0,2.0,58.0
4771,Mahadevpura,2,1236.0,2.0,58.0
4772,Mahadevpura,2,1120.0,2.0,53.0
4773,Mahalakshmi Layout,4,1575.0,5.0,158.0
4774,Mahalakshmi Layout,2,1105.0,2.0,80.0
4775,Mahalakshmi Layout,4,1200.0,3.0,160.0
4776,Mahalakshmi Layout,3,1200.0,2.0,110.0
4777,Mahalakshmi Layout,3,1876.0,3.0,150.0
4778,Mallasandra,3,1665.0,3.0,95.0
4779,Mallasandra,3,1665.0,3.0,86.58
4780,Mallasandra,2,1340.0,2.0,61.0
4781,Mallasandra,2,1325.0,2.0,70.0
4782,Mallasandra,3,1665.0,3.0,86.91
4783,Mallasandra,2,1325.0,2.0,70.0
4784,Mallasandra,2,905.0,2.0,40.0
4785,Mallasandra,2,1325.0,2.0,65.0
4786,Mallasandra,2,1325.0,2.0,73.0
4787,Mallasandra,2,1565.0,2.0,69.0
4788,Mallasandra,2,905.0,2.0,35.0
4789,Mallasandra,3,1524.0,2.0,72.0
4790,Mallasandra,3,1100.0,2.0,76.3
4791,Malleshpalya,2,1140.0,2.0,46.5
4792,Malleshpalya,2,1225.0,2.0,46.86
4793,Malleshpalya,3,1785.0,3.0,75.0
4794,Malleshpalya,2,1052.0,2.0,50.0
4795,Malleshpalya,3,1405.0,2.0,77.0
4796,Malleshpalya,2,1065.0,2.0,50.0
4797,Malleshpalya,2,1210.0,2.0,55.0
4798,Malleshpalya,3,1900.0,3.0,60.0
4799,Malleshpalya,2,1060.0,2.0,40.0
4800,Malleshpalya,3,1430.0,2.0,69.5
4801,Malleshpalya,2,1421.0,2.0,90.0
4802,Malleshpalya,2,1245.0,2.0,55.0
4803,Malleshpalya,2,1200.0,2.0,46.0
4804,Malleshpalya,2,1225.0,2.0,52.0
4805,Malleshwaram,1,705.0,1.0,67.0
4806,Malleshwaram,4,2500.0,5.0,325.0
4807,Malleshwaram,3,2006.0,3.0,297.0
4808,Malleshwaram,1,686.0,1.0,62.5
4809,Malleshwaram,3,2475.0,4.0,332.0
4810,Malleshwaram,3,2475.0,4.0,320.0
4811,Malleshwaram,2,900.0,2.0,95.0
4812,Malleshwaram,2,1420.0,2.0,158.0
4813,Malleshwaram,3,2000.0,3.0,250.0
4814,Malleshwaram,3,2215.0,3.0,275.0
4815,Malleshwaram,3,1600.0,3.0,160.0
4816,Malleshwaram,3,2475.0,4.0,300.0
4817,Malleshwaram,3,2600.0,3.0,237.0
4818,Malleshwaram,3,2215.0,4.0,310.0
4819,Malleshwaram,1,480.0,1.0,60.0
4820,Malleshwaram,2,1290.0,2.0,120.0
4821,Malleshwaram,3,2475.0,4.0,326.0
4822,Malleshwaram,3,2476.0,3.0,337.0
4823,Malleshwaram,2,900.0,2.0,90.0
4824,Malleshwaram,3,2250.0,3.0,200.0
4825,Malleshwaram,3,2050.0,4.0,270.0
4826,Malleshwaram,2,900.0,2.0,72.0
4827,Malleshwaram,1,620.0,1.0,86.8
4828,Malleshwaram,2,600.0,1.0,68.0
4829,Malleshwaram,3,2475.0,4.0,337.0
4830,Malleshwaram,3,2215.0,3.0,275.0
4831,Malleshwaram,3,2215.0,3.0,330.0
4832,Malleshwaram,4,2800.0,4.0,252.0
4833,Malleshwaram,2,1020.0,2.0,80.0
4834,Malleshwaram,2,600.0,1.0,90.0
4835,Malleshwaram,3,2200.0,3.0,275.0
4836,Malleshwaram,3,2475.0,4.0,326.0
4837,Malleshwaram,2,1500.0,2.0,140.0
4838,Malleshwaram,3,2475.0,4.0,340.0
4839,Malleshwaram,2,1400.0,2.0,190.0
4840,Malleshwaram,3,2475.0,4.0,300.0
4841,Malleshwaram,1,580.0,1.0,45.0
4842,Malleshwaram,2,1410.0,2.0,125.0
4843,Malleshwaram,4,2610.0,4.0,306.0
4844,Marathahalli,3,1310.0,3.0,63.25
4845,Marathahalli,2,1220.0,2.0,57.0
4846,Marathahalli,2,1200.0,2.0,52.0
4847,Marathahalli,2,1200.0,2.0,60.0
4848,Marathahalli,3,1933.0,3.0,140.0
4849,Marathahalli,2,950.0,2.0,46.96
4850,Marathahalli,2,1230.0,2.0,80.0
4851,Marathahalli,4,3800.0,4.0,250.0
4852,Marathahalli,2,1019.0,2.0,49.85
4853,Marathahalli,2,1215.0,2.0,67.0
4854,Marathahalli,4,2181.0,3.0,152.0
4855,Marathahalli,2,1170.0,2.0,53.0
4856,Marathahalli,2,1019.0,2.0,49.86
4857,Marathahalli,2,1325.0,2.0,71.55
4858,Marathahalli,2,1220.0,2.0,56.5
4859,Marathahalli,3,1575.0,3.0,78.0
4860,Marathahalli,2,1152.0,2.0,56.0
4861,Marathahalli,3,1610.0,3.0,90.0
4862,Marathahalli,2,1146.0,2.0,70.0
4863,Marathahalli,4,4000.0,5.0,212.0
4864,Marathahalli,3,1469.0,3.0,89.0
4865,Marathahalli,3,1530.0,3.0,74.5
4866,Marathahalli,3,1840.0,3.0,98.0
4867,Marathahalli,4,3951.0,4.0,220.0
4868,Marathahalli,3,1350.0,2.0,62.0
4869,Marathahalli,4,2519.0,5.0,185.0
4870,Marathahalli,3,1385.0,2.0,66.65
4871,Marathahalli,2,957.0,2.0,46.9
4872,Marathahalli,3,1583.0,3.0,105.0
4873,Marathahalli,4,2524.0,5.0,190.0
4874,Marathahalli,3,1350.0,3.0,72.0
4875,Marathahalli,4,4000.0,5.0,212.0
4876,Marathahalli,3,1535.0,3.0,72.5
4877,Marathahalli,2,1071.0,2.0,52.25
4878,Marathahalli,2,1215.0,2.0,58.86
4879,Marathahalli,2,1102.0,2.0,53.67
4880,Marathahalli,3,1900.0,3.0,123.0
4881,Marathahalli,2,1045.0,2.0,60.0
4882,Marathahalli,3,1305.0,2.0,69.0
4883,Marathahalli,2,1215.0,2.0,58.86
4884,Marathahalli,2,1365.0,2.0,73.0
4885,Marathahalli,4,3800.0,4.0,205.0
4886,Marathahalli,4,3895.0,4.0,220.0
4887,Marathahalli,3,1785.0,3.0,94.0
4888,Marathahalli,4,4000.0,4.0,220.0
4889,Marathahalli,2,1208.0,2.0,70.0
4890,Marathahalli,2,1325.0,1.0,92.0
4891,Marathahalli,3,1525.0,3.0,90.0
4892,Marathahalli,3,1937.0,3.0,140.0
4893,Marathahalli,3,1550.0,3.0,83.0
4894,Marathahalli,2,1350.0,2.0,86.0
4895,Marathahalli,2,957.0,2.0,47.0
4896,Marathahalli,4,4000.0,4.0,220.0
4897,Marathahalli,2,1230.0,2.0,57.0
4898,Marathahalli,2,1200.0,2.0,58.0
4899,Marathahalli,3,1650.0,3.0,86.45
4900,Marathahalli,1,607.0,1.0,35.0
4901,Marathahalli,3,1583.0,3.0,109.0
4902,Marathahalli,2,1075.0,2.0,52.43
4903,Marathahalli,2,1360.0,2.0,103.0
4904,Marathahalli,2,1220.0,2.0,58.5
4905,Marathahalli,2,950.0,2.0,45.68
4906,Marathahalli,1,615.0,1.0,44.0
4907,Marathahalli,3,1595.0,3.0,90.0
4908,Marathahalli,2,1350.0,2.0,89.0
4909,Marathahalli,2,1020.0,2.0,57.0
4910,Marathahalli,2,1600.0,3.0,88.0
4911,Marathahalli,1,780.0,1.0,55.0
4912,Marathahalli,3,1710.0,3.0,100.0
